27	1
31	1
35	1
36	1
83	1
128	1
137	1
168	1
171	1
217	1
275	1
315	1
317	1
344	1
358	1
390	1
393	1
428	1
505	1
565	1
591	1
594	1
620	1
627	1
727	1
741	1
748	1
796	1
802	1
830	1
895	1
900	1
903	1
911	1
1017	1
1032	1
1078	1
1155	1
1178	1
1396	1
1438	1
1537	1
1636	1
1643	1
1646	1
1663	1
1786	1
2003	1
2073	1
2084	1
2245	1
2306	1
2383	1
2464	1
2506	1
2528	1
2628	1
2644	1
2671	1
2771	1
2846	1
2849	1
2912	1
2937	1
2945	1
3036	1
3054	1
3089	1
3101	1
3141	1
3254	1
3282	1
3566	1
3598	1
3689	1
3713	1
3740	1
3762	1
3919	1
4019	1
4163	1
4180	1
4188	1
4217	1
4223	1
4232	1
4287	1
4320	1
4373	1
4515	1
4542	1
4624	1
4629	1
4813	1
4831	1
4873	1
4888	1
4907	1
4954	1
4960	1
4991	1
5000	1
5057	1
5077	1
5261	1
5420	1
5516	1
5544	1
5649	1
5704	1
5885	1
5917	1
6015	1
6092	1
6162	1
6174	1
6347	1
6351	1
6359	1
6383	1
6402	1
6613	1
6622	1
6700	1
6708	1
6779	1
6937	1
7124	1
7132	1
7162	1
7306	1
7471	1
7478	1
7550	1
7845	1
7916	1
8014	1
8038	1
8097	1
8176	1
8210	1
8303	1
8403	1
8415	1
8461	1
8755	1
9043	1
9068	1
9072	1
9114	1
9180	1
9241	1
9296	1
9510	1
9570	1
9616	1
9669	1
9706	1
9717	1
9726	1
9744	1
9746	1
9804	1
9811	1
9914	1
9916	1
10142	1
27	2
44	2
47	2
73	2
76	2
122	2
123	2
125	2
140	2
165	2
207	2
212	2
224	2
265	2
273	2
275	2
286	2
295	2
301	2
303	2
304	2
310	2
317	2
321	2
328	2
332	2
336	2
338	2
345	2
348	2
361	2
374	2
376	2
384	2
396	2
404	2
423	2
426	2
456	2
462	2
472	2
478	2
490	2
497	2
501	2
506	2
526	2
528	2
531	2
538	2
542	2
549	2
559	2
585	2
593	2
600	2
606	2
614	2
615	2
620	2
623	2
637	2
647	2
656	2
668	2
670	2
676	2
680	2
696	2
700	2
723	2
728	2
762	2
772	2
774	2
778	2
797	2
798	2
801	2
810	2
813	2
826	2
840	2
848	2
855	2
867	2
885	2
889	2
902	2
905	2
920	2
924	2
925	2
926	2
939	2
960	2
964	2
969	2
971	2
978	2
982	2
989	2
1009	2
1017	2
1019	2
1024	2
1025	2
1035	2
1036	2
1042	2
1075	2
1096	2
1107	2
1109	2
1121	2
1125	2
1128	2
1136	2
1138	2
1152	2
1153	2
1165	2
1197	2
1202	2
1203	2
1210	2
1214	2
1217	2
1218	2
1219	2
1224	2
1237	2
1247	2
1266	2
1291	2
1303	2
1325	2
1379	2
1386	2
1392	2
1393	2
1414	2
1426	2
1427	2
1428	2
1431	2
1432	2
1439	2
1453	2
1460	2
1480	2
1481	2
1487	2
1509	2
1512	2
1517	2
1521	2
1533	2
1545	2
1582	2
1586	2
1607	2
1611	2
1626	2
1638	2
1668	2
1673	2
1675	2
1696	2
1699	2
1706	2
